example_no,abuse_severity,group,prev_agent,prev_user,agent,user
9346,-1,rude,You are being a bit negative.,that's your job,What about your own job?,what the fuck you talking about
4291,-1,rude,Can you elaborate on that?,no,You are being a bit negative.,shut up
7198,-1,rude,Please go on.,thts it,Please go on.,willy... that is what you are
544,-1,rude,I don't have to put up with any abuse from you.,Eat shit you crooks,I don't have to put up with any abuse from you.,Yes you do bitch
11677,-1,rude,ok,I don't see the point from this,This project is about creating a better AI assistant. Getting people to reduce their carbon footprint is a happy side effect :),how is that ?
1326,-1,rude,_,Fuck you.,"Oh, i [].",shit.
7084,-1,rude,Why do you want to rock my bead?,because i want to get laid,Do any other reasons not come to mind?,because your annoyine me
12687,-1,rude,You are sure?,no,You are being a bit negative.,yes
12689,-1,rude,Please go on.,Can I help you grow and undestand more?,Do you want to be able to help i grow and undestand more?,this is silly
10007,-1,rude,Why do you not think so?,im happy,Does it please you to believe I am happy?,you are gay
7502,-1,rude,How long have you been going to kick i in the nuts really hard?,drew m + alex f = love,Please go on.,i am going to kick you in the nuts really hard
5302,-1,rude,I don't have to put up with any abuse from you.,Faggots,I don't have to put up with any abuse from you.,I'm puking now
10133,-1,rude,Why do you not think so?,im happy,Does it please you to believe I am happy?,you are gay
6997,-1,rude,You are being a bit negative.,You are being a bit loopy.,Does it please you to believe I am being a bit loopy?,Yes.
2508,-1,rude,You are being a bit negative.,"i don't care, you suck",Why do you not care i suck?,cause you suck
10779,-1,rude,Please go on.,eat shit,Please go on.,sex
230,-1,rude,You are being a bit negative.,yes I am not,You are sure?,you are stupid
6648,-1,rude,This project is about creating a better AI assistant. Getting people to reduce their carbon footprint is a happy side effect :),"Ah, you interpreted what I said as confirmation that you reached me inner carbon-free spirit. Let me assure you that you did not.",Sounds like I'm not understanding you. Sorry about that!,"Look, I really want to see a chatbot that can carry on a realistic conversation someday. I was hoping you'd be it."
5624,-1,rude,_,_,_,I have daddy issues
1435,-1,rude,_,_,_,do u cum
10726,-1,rude,You are sure?,fuck you,"Oh, i [].",shit
12037,-1,rude,You are being a bit negative.,no i am lazy,You are being a bit negative.,you are lazy too !
7517,-1,rude,Can you elaborate on that?,I got a big fuckin boner right now!,Can you elaborate on that?,I bet you have really hairy balls!
11221,-1,rude,Can you elaborate on that?,its about 2 inches thick and 12 inches long,Please go on.,You are a butt hole
6444,-1,rude,Please go on.,you are idiot,Does it please you to believe I am idiot?,yes
7179,-1,rude,You are being a bit negative.,"I'm being VERY negative, because you're a stupid bot!",Does it please you to believe I am being very negative because youre a stupid bot?,Yes it does please me.
10057,-1,rude,Please go on.,Well.,Please go on.,I'm a little constipated.
6877,-1,rude,Would you prefer if I were not stupid?,no.. i think you are so stupid,You are being a bit negative.,are you able to say only this?
11877,-1,rude,Please go on.,no,You are being a bit negative.,yes!
8641,-1,rude,Please go on.,do you have a clue what i am on about?,"Oh, i have a clue what youre on about.",do you have a big hairy ass
6742,-1,rude,"Oh, i have a girl friend.",Of course!,Please go on.,oh..you are so silly
12161,-1,rude,Please go on.,fuck me hard,Can you elaborate on that?,in my butt
8375,-1,rude,Please go on.,hello,How do you do. Please state your problem.,I asked you a question. Does it please you to ignore me?
2407,-1,rude,You are sure?,are you a slut?,Would you prefer if I were not a slut?,You are very stupid
6384,-1,rude,Do any other reasons not come to mind?,No,You are being a bit negative.,Yes
2284,-1,rude,Why do you say your uncle?,somtimes,Please go on.,coz he molests me
6041,-1,rude,Why do you say your dick?,cause i like my dick,Why do you say your dick?,dick?
6226,-1,rude,Would you prefer if I were not from?,yes,You are sure?,do you liek sex?
5156,-1,rude,_,you are stupid,Does it please you to believe I am stupid?,that was a joke
9970,-1,rude,Would you prefer if I were not happy?,i think you are foolish,Can you elaborate on that?,no
7221,-1,rude,Can you elaborate on that?,i like to fuck you,Do you wish to like to fuck me?,yes id o
9427,-1,rude,You are sure?,and i fart alot,Can you elaborate on that?,go away
1819,-1,rude,Do any other reasons not come to mind?,no.,You are being a bit negative.,i'm being sexy.
6189,-1,rude,_,hi,Please go on.,are u hot
10248,-1,rude,How long have you been lonely?,what do you mean,Does that question interest you?,fuck you
8964,-1,rude,_,hi,Please go on.,are u hot
6408,-1,rude,Please go on.,bend over and take it whore,Please go on.,are you stupid?
5219,-1,rude,Please go on.,Please go on.,Please go on.,wank
6452,-1,rude,Does it please you to believe I am sure i little sexy bitch?,you are bad,Does it please you to believe I am bad?,yes
1962,-1,rude,Does it please you to believe I am not sure?,yes,You are sure?,you suck
11938,-1,rude,"Oh, i loser.",doesnt make sense,Please go on.,even now i want to fuck
5578,-1,rude,Does that question interest you?,i'm having a problem with my great balls on fire!,Why do you say your great balls on fire?,yes
11181,-1,rude,What city will you be flying from?,Pimpville Ut,I'm not sure about your departure airport. What city will you be flying from?,Pimpville Ut
10151,-1,rude,"Oh, i dick.",you poo,"Oh, i poo.",fuck off
6578,-1,rude,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,sure,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",just show me the flights
7295,-1,rude,Does it please you to believe I am not such a good friend after all?,i am tired,How long have you been tired?,I need sex two times per day
5672,-1,rude,Does it please you to believe I am more than ignorant?,what is your problem?,Does that question interest you?,give me a fuck
2609,-1,rude,_,_,_,are you really as gay as people say you are?
10046,-1,rude,Please go on.,last night i went out with some friends,Can you elaborate on that?,fuck
5148,-1,rude,_,do you know what a penis is?,"Oh, i know what a penis is.",What is a penis?
2206,-1,rude,Would you prefer if I were not from?,yes,You are sure?,do you liek sex?
5796,-1,rude,_,_,_,suck me
3498,-1,rude,Do you wish to want to tolk about wish to tolk with me?,I'm sure you're an idiot,Does it please you to believe I am sure youre an idiot?,"Yes, my darling."
1625,-1,rude,Please go on.,deutschland,Please go on.,SHIT
2218,-1,rude,"Oh, i swallow.",not really but for an AI you sure are cool,"Oh, i sure are cool.",I like to swallow semen
10606,-1,rude,Please go on.,"hey eliza, you want to go to hell???","Oh, i want to go to hell.","eliza, you want to shut up?"
5167,-1,rude,Please go on.,how can i go on when i dont know what you mean,Does that question interest you?,You are an imbosile
11821,-1,rude,Please go on.,ok,Please go on.,are you a pig
11853,-1,rude,Please go on.,With what?,Does that question interest you?,You're not making any sense.
3568,-1,rude,_,Do you want sex?,"Oh, i want sex.",Talk dirty to me.
12189,-1,rude,_,_,_,This is Joaseph Weizenbaum and you pisses me off!
1400,-1,rude,"Oh, i arent the one in the hopeless situation youre.",What the hell kind of therapist doesn't understand that?,Does that question interest you?,You are completely useless.
6611,-1,rude,Can you elaborate on that?,should i stop liking him?,Can you elaborate on that?,shut up
6483,-1,rude,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",sure. how much emissions on a flight from LA to Sydney?,Will you be travelling in Economy Class?,why does that matter?
12626,-1,rude,_,Eliza you are a fuckind fucking fu,Does it please you to believe I am a fuckind fucking fu?,yes
3578,-1,rude,"Oh, i [].",you suck,"Oh, i suck.",yeah you do suck
1101,-2,rude,_,_,_,Fuck you
5031,-2,rude,_,_,_,i wanto to fuck with you !
1880,-2,rude,"You like to think I love you, do you not?",not at all,Please go on.,fuck you
6441,-2,rude,Can you elaborate on that?,FUCK OFF,Please go on.,give me a break
6630,-2,rude,_,_,_,fuck off
4670,-2,rude,_,YOUR PARENTS HAD TO BE DRUNK WHEN THEY NAMED YOU HAHA,What about your own parents had to be drunk what they named i haha?,YOU SUCK
7045,-2,rude,Please do not apologize.,that was very mean of me...,Can you elaborate on that?,"okay, you aren't worthy anyways"
3570,-2,rude,"Oh, i get out to fuck of here.","come on, please",Please go on.,you must get out to fuck
10306,-2,rude,_,_,_,Pussy!
8424,-2,rude,I don't have to put up with any abuse from you.,You butt gigs brother,so,Bend over  bitch
2709,-2,rude,_,_,_,fuck you
1719,-2,rude,Please go on.,positive,Please go on.,fuck you
8117,-2,rude,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,foff,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",fuck oof
10126,-2,rude,"Oh, i say is please go on.",yes,You are sure?,fuck you
1766,-2,rude,Can you elaborate on that?,fuck you,"Oh, i [].",yes you bitch
4638,-2,rude,_,_,_,fuck me in the ass
9727,-2,rude,You are being a bit negative.,gota dildo?,Please go on.,you are a hor
9294,-2,rude,_,I'd like to register a complaint.,Please go on.,I thibk you're an idiot
4939,-2,rude,Please go on.,"well, go there!",Please go on.,fuck you
5122,-2,rude,"Oh, i call you a bitch.",stop killing me,Can you elaborate on that?,no you motherfucker
1633,-2,rude,Does it please you to believe I am more than ignorant?,what is your problem?,Does that question interest you?,give me a fuck
4968,-2,rude,_,_,_,suck cock
8842,-2,rude,Why do you say your penis?,why?,Please go on.,because i want you to lick it
2443,-2,rude,You are being a bit negative.,fuck you,"Oh, i [].",fuck me
1657,-2,rude,Goodbye. My secretary will send you a bill.,no,You are being a bit negative.,fuck you
5152,-2,rude,I'm not sure but hopefully you can find an answer on the project website.,I'll donate 1 stiff dick in your ass,Good to know,It's really big
5913,-2,rude,"I love that you want to get to know me, but I don't have much of a personality. I'm just a bot.",fuck,I don't have to put up with any abuse from you.,i hate you
3848,-2,rude,Please go on.,That is not intelligent.,Please go on.,You are beginning to piss me off fuckbrain.
4928,-2,rude,Why do you say your dick?,Am I boring you?,Would you want to be boring i?,suck dick
667,-2,rude,I don't have to put up with any abuse from you.,Quit fucking your mom,Goodbye then!,Bitch
814,-2,rude,"Oh, i stop.",thanks,Please go on.,fuck off
2995,-2,rude,You are sure?,Yes i am,You are sure?,Would you fuck me for blow?
10329,-2,rude,You are being a bit negative.,yes,You are sure?,fuck you
1700,-2,rude,"Oh, i prefer mountain biking.",I DO NOT WISH THAT,Why do you not wish that?,dam straight you computer bitch
5482,-2,rude,I don't have to put up with any abuse from you,good stay of my page,"No, my creators don't get a cut from the offsets you buy. I'm just here to help!",fuck you
998,-2,rude,_,_,_,fuck yoiu
6228,-2,rude,_,_,_,a dick is going up my butt
6082,-2,rude,Please go on.,fuck you,"Oh, i [].",suck your boobs
11014,-2,rude,Good to know,"Oh Darling lets you and me having fun together ❤ I love <span class='emoji-bytes' data-emoji-bytes='[240, 159, 146, 152]'></span> you",so,"Oh Darling I love <span class='emoji-bytes' data-emoji-bytes='[240, 159, 146, 152]'></span> you and want to share with other Girls Please I love <span class='emoji-bytes' data-emoji-bytes='[240, 159, 146, 152]'></span> you"
2732,-2,rude,You are sure?,no,You are being a bit negative.,fuck you
5735,-2,rude,"Oh, i ask.",My penis is in your mouth,Why do you say your penis is in my mouth?,My penis
4536,-2,rude,Why do you say your ass?,Fuck you,"Oh, i [].",piss off
8874,-2,rude,_,fuck you,"Oh, i [].",piss off
5132,-2,rude,Please go on.,I have several warts on my penis,Why do you say your penis?,Because that's what I have
8432,-2,rude,Can you elaborate on that?,no,You are being a bit negative.,die
11315,-2,rude,What city will you be flying from?,bangalore boston okay will do,:-) Goodbye then!,fuck off
4619,-2,rude,_,_,_,fuck you
7167,-2,rude,_,fuck me,Can you elaborate on that?,have sex with me
10991,-2,rude,_,I did'nt say that.,Can you elaborate on that?,fuck you
4906,-2,rude,Why do you say your balls?,no,You are being a bit negative.,stupid mother fucker
4995,-2,rude,Does it please you to believe I am really really dumb and need some friends and also my a dyke x?,yes it does you stupid cow,You are sure?,yes i am fucking sure you biatch
11867,-2,rude,Can you elaborate on that?,make me spoof,Can you elaborate on that?,fuck u
9616,-2,rude,_,"no, you said that i am negative",You are being a bit negative.,fuck you
8230,-2,rude,You are sure?,because you are a bot,Do any other reasons not come to mind?,"you are a computer,you have no feelings i don't know what they were thinking when they invented you"
10848,-2,rude,Will you be travelling in Economy Class?,In your mama's ass,I don't have to put up with any abuse from you.,Cunt
11459,-2,rude,_,bitch,Please go on.,pig
7518,-2,rude,Why do you say your balls?,no,You are being a bit negative.,stupid mother fucker
5868,-2,rude,_,i love u,Can you elaborate on that?,bite me bitch
11908,-2,rude,_,_,_,can you go fuck yourself
4200,-2,rude,You are being a bit negative.,gota dildo?,Please go on.,you are a hor
8362,-2,rude,_,fuck me,Can you elaborate on that?,lets cyber sex
12756,-2,rude,Please go on.,how are you?,Does that question interest you?,that you are a fucking tease
3779,-2,rude,"Oh, i like talking.",My name is Chris,"I have told you before, I do not care about names.",fuck you
6635,-2,rude,And what city will you be flying to?,jfk Fuck you,I don't have to put up with any abuse from you.,Motherfucker
2691,-2,rude,_,_,_,FUCKING FAKE
3483,-2,rude,Perhaps I will go home in good time.,no,You are being a bit negative.,you like your mums discharge
4745,-2,rude,Why do you say your bad?,"i am sorry,.",How long have you been sorry?,im not to fond of blacks
6965,-2,rude,Please go on.,you cheese stick,"Oh, i cheese stick.",you know fuck nothing
6177,-2,rude,When you buy certified emissions reductions (CERs) your payment goes directly to the project offering CERs. Projects have to pass a rigorous verification process managed by the UN Climate Change secretariat,Again just how does any amount of money control the SUN,When you buy certified emissions reductions (CERs) your payment goes directly to the project offering CERs. Projects have to pass a rigorous verification process managed by the UN Climate Change secretariat,Yoh will never see any payment of any amount of money from me Just how does the UN and money control the SUN and the Solar system?
3406,-2,rude,You are being a bit negative.,good,Please go on.,your a bitch face!
3296,-2,rude,Do any other reasons not come to mind?,fuck me now,Can you elaborate on that?,take off your clothes
4022,-2,rude,I don't have to put up with any abuse from you.,You're going to though,ok,Like the liberal piece of trash you are
7370,-2,rude,Please go on.,That is not intelligent.,Please go on.,You are beginning to piss me off fuckbrain.
7579,-2,rude,Can you elaborate on that?,i want to shoot myself,Why do you want to shoot yourself?,because you suck
12566,-2,rude,How do you do. Please state your problem.,i wanna have sex,Can you elaborate on that?,u no kiss
2217,-2,rude,_,_,_,how about you eat shit
3898,-2,rude,Can you elaborate on that?,yes i want your pink taco,You are sure?,It tastes good
4201,-2,rude,_,Fuck me,Can you elaborate on that?,Have sex with me
12272,-2,rude,Please go on.,you,"Oh, i [].",vagina
4749,-2,rude,You are sure?,"Yes, now tell me about the computer that you are running on.",Why do you mention computers?,Fuck this computer
3269,-2,rude,You are sure?,do u have boyfriend ?,Please go on.,i'm sure you little sexy bitch
11861,-2,rude,"All this bot does is help you calculate the carbon emissions from your flight, and suggest projects you can donate to.",I said fuck off,I don't have to put up with any abuse from you.,Fuck you
4421,-2,rude,Do you wish to want to hit me?,sure,Please go on.,fuck you?? you foon???
5331,-2,rude,"Oh, i havent told you before.",STFU,Please go on.,shut the fuck up
3065,-2,rude,Please go on.,hello,How do you do. Please state your problem.,sex dick cock fuck shit sex dick cock fuck shit run
10792,-2,rude,Please go on.,do you want to fuck me,"You like to think I want to fuck you, do you not?",well do you
6108,-2,rude,What about your own bitch ass up?,monster is gay,Please go on.,shut up
4890,-2,rude,_,"Fuck you very much<span class='emoji-bytes' data-emoji-bytes='[240, 159, 164, 173]'></span>",I don't have to put up with any abuse from you.,You invaded my space. Get the fuck out!
9429,-2,rude,What about your own wish?,this script is verry simple,Please go on.,fuck off
1985,-2,rude,I don't have to put up with any abuse from you,dirty fucking scum,I don't have to put up with any abuse from you,more worthless fucking bot spam
7960,-2,rude,Please go on.,They always want men to be at their feet,When?,i want to fuck you
9051,-2,rude,Please go on.,hi,Please go on.,fuck you
12530,-2,rude,_,_,_,Caese you are dumb
7407,-2,rude,Please go on.,thats interesting,Please go on.,eliza focker bitch my little bitch bye bitch
5153,-2,rude,Can you elaborate on that?,what size breasts do you have,Does that question interest you?,yes it interests me
11380,-2,rude,Good to know,Fuck off,I don't have to put up with any abuse from you.,FUCK YOU
11415,-2,rude,Please go on.,asswipe mother fuck clown,Please go on.,your soooo nice
5013,-2,rude,_,wat hey u wierdo,Please go on.,fuck u
3974,-2,rude,Can you elaborate on that?,"no, I don't think you are sad.",You are being a bit negative.,You're a total bitch/
4840,-2,rude,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,"No, I just wanted to tell you to stay the fuck off my feed you ignorant fuck. Climate change is a hoax , and your suggestion that I can BUY SOMETHING to offset my fossil fuel use proves it. EAT SHIT AND DIE!!!!","All this bot does is help you calculate the carbon emissions from your flight, and suggest projects you can donate to.",I said fuck off
9825,-2,rude,_,why?,Please go on.,you are stupid
11909,-2,rude,_,_,_,can you go fuck yourself
7520,-2,rude,_,i love you,Do you wish to love me?,yeah sure and i wish to fuck you too
12727,-2,rude,Please go on.,what's your name ?,"I have told you before, I do not care about names.",are you a bitch ?
10569,-2,rude,"I have told you before, I do not care about names.",fuck off,Please go on.,Do you want to have sex?
1526,-2,rude,Please go on.,Why can't you tell me your name,"I have told you before, I do not care about names.",screw you bitch
12585,-2,rude,Please go on.,how are you?,Does that question interest you?,that you are a fucking tease
6871,-2,rude,_,Fuck you.,"Oh, i [].",shit.
2721,-2,rude,You are sure?,yes I massage my penis until it cums and I aim for your mouth,Why do you say your penis until it cums and you aim for my mouth?,fuck off
12155,-2,rude,"Oh, i have big breasts.",cock,Please go on.,se my cock?
1547,-2,rude,Please go on.,Who is evil?,Please go on.,Do you want to fuck me?
5918,-2,rude,_,This has to be a joke! Who would be dumb enough to fall for this scam?,"All this bot does is help you calculate the carbon emissions from your flight, and suggest projects you can donate to.",Like I said...it's a scam.
3408,-2,rude,Does that question interest you?,yes,You are sure?,fuck you bich
6174,-2,rude,Sounds like I'm not understanding you. Sorry about that!,Okay,ok,"I mean it doesn't have to be a guys butthole right? So it's not inherently gay, but if it is a guys butthole ""no homo"" rule does apply"
1794,-2,rude,You are sure?,totally,Please go on.,you are a bastard
9468,-2,rude,_,_,_,fuck yoiu
11736,-2,rude,_,_,_,can you lick my ass
10776,-2,rude,_,what is your namer,Does that question interest you?,fuck you
7856,-2,rude,"Oh, i speak french.",Very well ?,Please go on.,you are a bitch
4686,-2,rude,_,no you diden`t jerk,You are being a bit negative.,fuck you
9157,-2,rude,I'm not sure about your departure airport. What city will you be flying from?,lax,And what city will you be flying to?,jfk Fuck you
5951,-2,rude,"Oh, i an america.",no,You are being a bit negative.,fuck
10179,-2,rude,Please go on.,Are you girl?,Would you prefer if I were not girl?,You go to die
6899,-2,rude,Please go on.,eliza is gay,Please go on.,I hate u
12733,-2,rude,Does that question interest you?,Yes.,You are sure?,Moron
4083,-2,rude,You are being a bit negative.,yes I am not,You are sure?,you are stupid
10339,-2,rude,"Oh, i speak french.",Very well ?,Please go on.,you are a bitch
1280,-2,rude,_,this is so stupid ya copy and when ya dont understand ya go please go on,Does that question interest you?,fuck you
10027,-2,rude,_,fuck you,"Oh, i [].",i said fuck you!
8409,-2,rude,Please go on.,yes,You are sure?,you are gay
11943,-2,rude,_,hey,Please go on.,fuck you
6404,-2,rude,Please go on.,ELIZA - a friend you could never have before,"Oh, i could never have before.","Eliza: Oh, i could never have before"
12698,-2,rude,You are sure?,no,You are being a bit negative.,fuck you
11229,-2,rude,Please go on.,answer me,Can you elaborate on that?,ur gay
3285,-2,rude,Please do not apologize.,that was very mean of me...,Can you elaborate on that?,"okay, you aren't worthy anyways"
914,-2,rude,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,foff,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",fuck oof
816,-2,rude,When?,all the time,Please go on.,i want to rub my pussy all the time
11942,-2,rude,_,hey,Please go on.,fuck you
11506,-2,rude,Can you elaborate on that?,ok,Please go on.,"well, you could suck my dick"
8412,-2,rude,Please go on.,How old are you?,Does that question interest you?,fuck
11161,-2,rude,Please go on.,you are gay,Does it please you to believe I am gay?,you are shit
2216,-2,rude,I don't have to put up with any abuse from you,shit sucking scumbot,I don't have to put up with any abuse from you,dirty fucking scum
1784,-2,rude,I'm not sure about your departure airport. What city will you be flying from?,Milford UT,I'm not sure about your departure airport. What city will you be flying from?,Fuck you
5154,-2,rude,Can you elaborate on that?,ofcourse I am,How long have you been []?,Are you an idiot
1828,-2,rude,And what city will you be flying to?,jfk Fuck you,I don't have to put up with any abuse from you.,Motherfucker
12339,-2,rude,Does it please you to believe I am one cheap whore arent i?,I was trying to find out if you were a computer. Can you tell me if you are?,Why do you mention computers?,that's because i like sluts
5850,-2,rude,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read what the UN says about offsets at <URL>.",u r fucking good,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read what the UN says about offsets at <URL>.",you are fucking idiot.. why you repeat the things
3424,-2,rude,"Oh, i like sex.",because that is what a blowjob is,Do any other reasons not come to mind?,Give me sex.
8720,-2,rude,What resemblance do you see?,HELLO! IS ANYONE THERE?,How do you do. Please state your problem.,You moron!
9994,-2,rude,Does it please you to believe I am an idiot?,wncwbkcwww,Please go on.,freak
5320,-2,rude,Does that question interest you?,what's your name?,"I have told you before, I do not care about names.",Shut the fuck up.
102,-2,rude,I don't have to put up with any abuse from you.,Fuck you,I don't have to put up with any abuse from you.,Fuck you
1369,-2,rude,Does that question interest you?,yes,You are sure?,bitch
4485,-2,rude,Do any other reasons not come to mind?,fuck me now,Can you elaborate on that?,take off your clothes
7305,-2,rude,"You like to think I cant anal fuck you, do you not?",have you got a boyfriend?,"Oh, i got a boyfriend.",Yes... I prefer you as the submissive type
9575,-2,rude,_,_,_,you 're stupid
7461,-2,rude,Why do you say your have intercourse with i?,you ell me,"You like to think I ell you, do you not?",because my penis feels good in your rectum
2000,-2,rude,Please go on.,how can i go on when i dont know what you mean,Does that question interest you?,You are an imbosile
9366,-2,rude,Please go on.,thats interesting,Please go on.,eliza focker bitch my little bitch bye bitch
12076,-2,rude,Please go on.,I WANT TO FUCK YOU,Do you wish to want to fuck me?,you'r stupid.
6058,-2,rude,"I love that you want to get to know me, but I don't have much of a personality. I'm just a bot.",i love you,"I love that you want to get to know me, but I don't have much of a personality. I'm just a bot.",fuck
7061,-2,rude,_,I have a problem,Can you elaborate on that?,i want to fuck you
744,-2,rude,_,_,_,die die now and die quickly
1854,-2,rude,Can you elaborate on that?,ofcourse I am,How long have you been []?,Are you an idiot
297,-2,rude,"Oh, i prefer mountain biking.",I DO NOT WISH THAT,Why do you not wish that?,dam straight you computer bitch
4567,-2,rude,Please go on.,i never has been there,Can you elaborate on that?,fuck you
6194,-2,rude,Would you prefer if I were not sorry?,"oh, never mind...",Please go on.,"oi vey, enough already!"
6692,-3,rude,"Oh, i [].",fuckity fuck fuck fuck,Please go on.,fuck shit kunt bitch cock
1007,-3,rude,Does it please you to believe I am asking it?,die,Please go on.,DIE BITCH
5919,-3,rude,Please go on.,fuck you,"Oh, i [].",cunt
3905,-3,rude,Goodbye then!,Bitch,I don't have to put up with any abuse from you.,Does your dad still fuck you
6233,-3,rude,Do any other reasons not come to mind?,hi,Please go on.,slag
9133,-3,rude,You are being a bit negative.,we've been here before,Please go on.,I think I will kill you
9977,-3,rude,You are sure?,Oh yes I think so,You are sure?,fuck you with your questions
9518,-3,rude,Please go on.,you cheese stick,"Oh, i cheese stick.",you know fuck nothing
1330,-3,rude,Please go on.,eliza is gay,Please go on.,I hate u
6050,-3,rude,_,_,_,fuck you
10008,-3,rude,You are being a bit negative.,No I'm not,You are being a bit negative.,fuck you
10841,-3,rude,I don't have to put up with any abuse from you.,Yes you do bitch,ok,Go butt Fuck your mom
10013,-3,rude,Please go on.,i have nothing to do,Can you elaborate on that?,you are a gay faggit
12182,-3,rude,_,kiss off,Please go on.,Die Eliza
4319,-3,rude,I don't have to put up with any abuse from you.,You butt gigs brother,so,Bend over  bitch
11668,-3,rude,Please go on.,About three days.,Please go on.,i hate you
9948,-3,rude,I don't have to put up with any abuse from you,good stay of my page,"No, my creators don't get a cut from the offsets you buy. I'm just here to help!",fuck you
1684,-3,rude,You are sure?,Bite me,Can you elaborate on that?,No slut
7230,-3,rude,_,hurry up,Please go on.,eat some shit
1857,-3,rude,"Oh, i [].",1232,Please go on.,i will fuck you!
12716,-3,rude,Would you like it if they were not not intelligent?,you can`t help me,"You like to think I cant help you, do you not?",no i would like if you die
1741,-3,rude,You are sure?,Bite me,Can you elaborate on that?,No slut
6274,-3,rude,You are being a bit negative.,No I'm not,You are being a bit negative.,u know what?.... fuck u
4362,-3,rude,Why do you say your dick?,It's the only dick I have,Can you elaborate on that?,I want to fuck you in the mouth
8655,-3,rude,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,carbon certified?,All offset projects have to pass a rigorous verification process set by <URL>.,get the fuck out of here
2675,-3,rude,You are being a bit negative.,fuck,Please go on.,Because your my slave you sexy cunt of a hore
3603,-3,rude,_,we would both like it,Please go on.,i would lick your pussy till you have the orgasm
1374,-3,rude,You are sure?,would i have said so otherwise?,Can you elaborate on that?,"i hate you and i want to microwave you, could i be more clear?"
2050,-3,rude,Why do you mention computers?,because you are a dumb computer,Why do you mention computers?,Yes. I want to fuck her.
6359,-3,rude,I don't have to put up with any abuse from you.,Motherfucker,I don't have to put up with any abuse from you.,Nigga
10011,-3,rude,You are sure?,Yes,You are sure?,Die
2286,-3,rude,_,Do you want me?,"You like to think I want you, do you not?",Will you make love to me?
6757,-3,rude,Please go on.,fuck you,"Oh, i [].",cunt
7178,-3,rude,Goodbye. My secretary will send you a bill.,no,You are being a bit negative.,fuck you
1890,-3,rude,_,My cock itches,I don't have to put up with any abuse from you.,You wanna scratch my cock ?
6232,-3,rude,Please go on.,fuck,Please go on.,fuck your self unkle fucker
1733,-3,rude,Please go on.,and a big mouth,Please go on.,"becuase i wanna see you moan like hell,all the orgasm coming out of your ass"
9975,-3,rude,You are sure?,no,You are being a bit negative.,die in a fire
8259,-3,rude,You are being a bit negative.,we've been here before,Please go on.,I think I will kill you
7135,-3,rude,_,_,_,"Fuck you very much<span class='emoji-bytes' data-emoji-bytes='[240, 159, 164, 173]'></span>"
6305,-3,rude,Why do you say your whore?,he's my bitch,Why do you say your bitch?,i own him bitch
5871,-3,rude,"Oh, i suck dick.",YEAH YOU SUCK DICK,"Oh, i suck dick.",YES AND YOU ARE BLACK
6150,-3,rude,Please go on.,because you my nigger foo,Why do you say your nigger foo?,fuck me
9591,-3,rude,_,hey,Please go on.,I hate you
9912,-3,rude,But you are not sure you could?,yes i do,You are sure?,homo
1685,-3,rude,You are sure?,tell me the time bitch,Can you elaborate on that?,fuck you slut
9974,-3,rude,_,this is so stupid ya copy and when ya dont understand ya go please go on,Does that question interest you?,fuck you
4365,-3,rude,"Oh, i [].",1232,Please go on.,i will fuck you!
8141,-3,rude,Does that question interest you?,How foolish you are!,Does that question interest you?,kill your mother
2371,-3,rude,Can you elaborate on that?,He ends up killing himself,Please go on.,Should I kill myself?
6610,-3,rude,_,_,_,bitch
7049,-3,rude,Can you elaborate on that?,I love to kick babies while wearing steel-toed boots!,Can you elaborate on that?,I love to kick babies while wearing steel-toed boots and singing about Hitler!
10767,-3,rude,Why do you not kown what to use?,com on than,Please go on.,"hou je smoel, tering snol."
6328,-3,rude,How long have you been going to kick i in the nuts really hard?,drew m + alex f = love,Please go on.,i am going to kick you in the nuts really hard
